siteA,siteB,sitepair,siteida,siteidb,dist_km,fst_adj
nfa-saic,vandz-rootcreek,nfa-saic_vandz-rootcreek,NE-21,NW-56,326.12,0.255548
nfa-saic,vandz-shanty,nfa-saic_vandz-shanty,NE-21,NW-57,288.16,0.272377
nfa,salin-losburros,nfa_salin-losburros,NE-14,SW-58,361.56,0.36034
nfa,sancarp-dutrack,nfa_sancarp-dutrack,NE-14,SW-59,368.76,0.352179
nfa,sfa-cami,nfa_sfa-cami,NE-14,E-1,44.33,0.237049
nfa,sfeel-cedar,nfa_sfeel-cedar,NE-14,NW-49,244.89,0.248029
nfa,sfy-fallck,nfa_sfy-fallck,NE-14,NE-29,31.24,0.121872
nfa,sfy-loga,nfa_sfy-loga,NE-14,NE-30,29.17,0.114491
nfa,sfy-misc,nfa_sfy-misc,NE-14,NE-31,27.9,0.110661
nfa,sfy-rockck,nfa_sfy-rockck,NE-14,NE-32,25.01,0.128946
nfa,sfy-shadyck,nfa_sfy-shadyck,NE-14,NE-33,29.66,0.132905
nfa,sfy-springck,nfa_sfy-springck,NE-14,NE-34,25.33,0.135189
nfa-shic,nfa-slar,nfa-shic_nfa-slar,NE-22,NE-23,6.43,0.054672
nfa-shic,nff-poe,nfa-shic_nff-poe,NE-22,N-Fea-39,91.17,0.229427
nfa-shic,nfmfa-sc,nfa-shic_nfmfa-sc,NE-22,NE-24,14.28,0.123058
nfa-shic,nfy,nfa-shic_nfy,NE-22,NE-25,52.33,0.123659
nfa-shic,nfy-slate-cgrav,nfa-shic_nfy-slate-cgrav,NE-22,NE-26,71.65,0.176309
nfa-shic,paj-clearck,nfa-shic_paj-clearck,NE-22,W-61,297.05,0.350757
nfa-shic,paj-sanbenito,nfa-shic_paj-sanbenito,NE-22,W-62,300.74,0.340826
nfa-shic,put-cold,nfa-shic_put-cold,NE-22,NW-46,120.58,0.305521
nfa-shic,put-wildhorseck,nfa-shic_put-wildhorseck,NE-22,NW-47,120.37,0.287727
nfa-shic,rub-lc-us,nfa-shic_rub-lc-us,NE-22,NE-27,19.16,0.119089
nfa-shic,rub-usph,nfa-shic_rub-usph,NE-22,NE-28,16.05,0.141628
nfa-shic,russ-mwsprngck,nfa-shic_russ-mwsprngck,NE-22,NW-48,166.57,0.260659
nfa-shic,salin-losburros,nfa-shic_salin-losburros,NE-22,SW-58,354.33,0.362823
nfa-shic,sancarp-dutrack,nfa-shic_sancarp-dutrack,NE-22,SW-59,361.53,0.356228
nfa-shic,sfa-cami,nfa-shic_sfa-cami,NE-22,E-1,37.97,0.233697
nfa-shic,sfeel-cedar,nfa-shic_sfeel-cedar,NE-22,NW-49,248.69,0.24621
nfa-shic,sfy-fallck,nfa-shic_sfy-fallck,NE-22,NE-29,37.25,0.124192
nfa-shic,sfy-loga,nfa-shic_sfy-loga,NE-22,NE-30,36.27,0.114596
nfa-shic,sfy-misc,nfa-shic_sfy-misc,NE-22,NE-31,35.17,0.113969
nfa-shic,sfy-rockck,nfa-shic_sfy-rockck,NE-22,NE-32,32.56,0.114203
nfa-shic,sfy-shadyck,nfa-shic_sfy-shadyck,NE-22,NE-33,37.06,0.123502
nfa-shic,sfy-springck,nfa-shic_sfy-springck,NE-22,NE-34,32.88,0.128583
nfa-shic,smith-hurdygurdyck,nfa-shic_smith-hurdygurdyck,NE-22,NW-50,389.51,0.26062
nfa-shic,soquel-ebsc,nfa-shic_soquel-ebsc,NE-22,W-63,236.68,0.331171
nfa-shic,ssantiam,nfa-shic_ssantiam,NE-22,NW-51,608.37,0.292567
nfa-shic,trin-sftrinity,nfa-shic_trin-sftrinity,NE-22,NW-52,298.38,0.20575
nfa-shic,trin-sftrinity-sandybar,nfa-shic_trin-sftrinity-sandybar,NE-22,NW-53,308.25,0.223139
nfa-shic,trin-tishtang,nfa-shic_trin-tishtang,NE-22,NW-54,320.5,0.228033
nfa-shic,tuo-clavey,nfa-shic_tuo-clavey,NE-22,E-2,147.67,0.292793
nfa-shic,vandz-dinsmore,nfa-shic_vandz-dinsmore,NE-22,NW-55,280.86,0.227121
nfa-shic,vandz-rootcreek,nfa-shic_vandz-rootcreek,NE-22,NW-56,305.08,0.224331
nfa-shic,vandz-shanty,nfa-shic_vandz-shanty,NE-22,NW-57,268.03,0.241835
nfa-slar,nff-poe,nfa-slar_nff-poe,NE-23,N-Fea-39,84.9,0.245154
nfa-slar,nfmfa-sc,nfa-slar_nfmfa-sc,NE-23,NE-24,18.39,0.13615
nfa-slar,nfy,nfa-slar_nfy,NE-23,NE-25,46.1,0.140869
nfa-slar,nfy-slate-cgrav,nfa-slar_nfy-slate-cgrav,NE-23,NE-26,65.57,0.19699
nfa-slar,paj-clearck,nfa-slar_paj-clearck,NE-23,W-61,303.17,0.367205
nfa-slar,paj-sanbenito,nfa-slar_paj-sanbenito,NE-23,W-62,306.91,0.352961
nfa-slar,put-cold,nfa-slar_put-cold,NE-23,NW-46,121.78,0.318387
nfa-slar,put-wildhorseck,nfa-slar_put-wildhorseck,NE-23,NW-47,121.65,0.301449
nfa-slar,rub-lc-us,nfa-slar_rub-lc-us,NE-23,NE-27,23.75,0.13417
nfa-slar,rub-usph,nfa-slar_rub-usph,NE-23,NE-28,20.69,0.148486
nfa-slar,russ-mwsprngck,nfa-slar_russ-mwsprngck,NE-23,NW-48,166.49,0.270121
nfa-slar,salin-losburros,nfa-slar_salin-losburros,NE-23,SW-58,360.11,0.373586
nfa-slar,sancarp-dutrack,nfa-slar_sancarp-dutrack,NE-23,SW-59,367.31,0.366221
nfa-slar,sfa-cami,nfa-slar_sfa-cami,NE-23,E-1,43.81,0.253345
nfa-slar,sfeel-cedar,nfa-slar_sfeel-cedar,NE-23,NW-49,244.61,0.25828
nfa-slar,sfy-fallck,nfa-slar_sfy-fallck,NE-23,NE-29,32.81,0.131858
nfa-slar,sfy-loga,nfa-slar_sfy-loga,NE-23,NE-30,30.68,0.125554
nfa-slar,sfy-misc,nfa-slar_sfy-misc,NE-23,NE-31,29.37,0.130139
nfa-slar,sfy-rockck,nfa-slar_sfy-rockck,NE-23,NE-32,26.2,0.128979
nfa-slar,sfy-shadyck,nfa-slar_sfy-shadyck,NE-23,NE-33,30.64,0.139561
nfa-slar,sfy-springck,nfa-slar_sfy-springck,NE-23,NE-34,26.52,0.138441
nfa-slar,smith-hurdygurdyck,nfa-slar_smith-hurdygurdyck,NE-23,NW-50,383.45,0.270574
nfa-slar,soquel-ebsc,nfa-slar_soquel-ebsc,NE-23,W-63,241.4,0.343584
nfa-slar,ssantiam,nfa-slar_ssantiam,NE-23,NW-51,602,0.297023
nfa-slar,trin-sftrinity,nfa-slar_trin-sftrinity,NE-23,NW-52,292.73,0.21593
nfa-slar,trin-sftrinity-sandybar,nfa-slar_trin-sftrinity-sandybar,NE-23,NW-53,302.55,0.236658
nfa-slar,trin-tishtang,nfa-slar_trin-tishtang,NE-23,NW-54,314.7,0.241541
nfa-slar,tuo-clavey,nfa-slar_tuo-clavey,NE-23,E-2,154.05,0.306943
nfa-slar,vandz-dinsmore,nfa-slar_vandz-dinsmore,NE-23,NW-55,275.54,0.234365
nfa-slar,vandz-rootcreek,nfa-slar_vandz-rootcreek,NE-23,NW-56,299.98,0.22985
nfa-slar,vandz-shanty,nfa-slar_vandz-shanty,NE-23,NW-57,262.8,0.25624
nfa,smith-hurdygurdyck,nfa_smith-hurdygurdyck,NE-14,NW-50,382.88,0.259896
nfa,soquel-ebsc,nfa_soquel-ebsc,NE-14,W-63,242.96,0.333967
nfa,ssantiam,nfa_ssantiam,NE-14,NW-51,600.82,0.284657
nfa,trin-sftrinity,nfa_trin-sftrinity,NE-14,NW-52,292.4,0.195989
nfa,trin-sftrinity-sandybar,nfa_trin-sftrinity-sandybar,NE-14,NW-53,302.19,0.222551
nfa,trin-tishtang,nfa_trin-tishtang,NE-14,NW-54,314.29,0.227956
nfa,tuo-clavey,nfa_tuo-clavey,NE-14,E-2,154.94,0.288957
nfa,vandz-dinsmore,nfa_vandz-dinsmore,NE-14,NW-55,275.37,0.218876
nfa,vandz-rootcreek,nfa_vandz-rootcreek,NE-14,NW-56,299.9,0.209121
nfa,vandz-shanty,nfa_vandz-shanty,NE-14,NW-57,262.66,0.240314
nfmfa-sc,nfy,nfmfa-sc_nfy,NE-24,NE-25,58.17,0.177443
nfmfa-sc,nfy-slate-cgrav,nfmfa-sc_nfy-slate-cgrav,NE-24,NE-26,76.04,0.202949
nfmfa-sc,paj-clearck,nfmfa-sc_paj-clearck,NE-24,W-61,294.27,0.361203
nfmfa-sc,paj-sanbenito,nfmfa-sc_paj-sanbenito,NE-24,W-62,297.61,0.351102
nfmfa-sc,put-cold,nfmfa-sc_put-cold,NE-24,NW-46,131.89,0.324077
nfmfa-sc,put-wildhorseck,nfmfa-sc_put-wildhorseck,NE-24,NW-47,131.56,0.30813
nfmfa-sc,rub-lc-us,nfmfa-sc_rub-lc-us,NE-24,NE-27,5.51,0.083713
nfmfa-sc,rub-usph,nfmfa-sc_rub-usph,NE-24,NE-28,2.82,0.100772
nfmfa-sc,russ-mwsprngck,nfmfa-sc_russ-mwsprngck,NE-24,NW-48,179.24,0.276612
nfmfa-sc,salin-losburros,nfmfa-sc_salin-losburros,NE-24,SW-58,353.59,0.370394
nfmfa-sc,sancarp-dutrack,nfmfa-sc_sancarp-dutrack,NE-24,SW-59,360.77,0.359909
nfmfa-sc,sfa-cami,nfmfa-sc_sfa-cami,NE-24,E-1,27.13,0.232845
nfmfa-sc,sfeel-cedar,nfmfa-sc_sfeel-cedar,NE-24,NW-49,262.78,0.268491
nfmfa-sc,sfy-fallck,nfmfa-sc_sfy-fallck,NE-24,NE-29,36.96,0.176863
nfmfa-sc,sfy-loga,nfmfa-sc_sfy-loga,NE-24,NE-30,39.77,0.156961
nfmfa-sc,sfy-misc,nfmfa-sc_sfy-misc,NE-24,NE-31,39.61,0.15737400000000001
nfmfa-sc,sfy-rockck,nfmfa-sc_sfy-rockck,NE-24,NE-32,40.37,0.17703
nfmfa-sc,sfy-shadyck,nfmfa-sc_sfy-shadyck,NE-24,NE-33,46.18,0.185568
nfmfa-sc,sfy-springck,nfmfa-sc_sfy-springck,NE-24,NE-34,40.73,0.181183
nfmfa-sc,smith-hurdygurdyck,nfmfa-sc_smith-hurdygurdyck,NE-24,NW-50,400.52,0.278842
nfmfa-sc,soquel-ebsc,nfmfa-sc_soquel-ebsc,NE-24,W-63,240.26,0.341841
nfmfa-sc,ssantiam,nfmfa-sc_ssantiam,NE-24,NW-51,614.07,0.291861
nfmfa-sc,trin-sftrinity,nfmfa-sc_trin-sftrinity,NE-24,NW-52,310.66,0.221043
nfmfa-sc,trin-sftrinity-sandybar,nfmfa-sc_trin-sftrinity-sandybar,NE-24,NW-53,320.4,0.246475
nfmfa-sc,trin-tishtang,nfmfa-sc_trin-tishtang,NE-24,NW-54,332.39,0.250856
nfmfa-sc,tuo-clavey,nfmfa-sc_tuo-clavey,NE-24,E-2,139.38,0.290852
nfmfa-sc,vandz-dinsmore,nfmfa-sc_vandz-dinsmore,NE-24,NW-55,293.78,0.241326
nfmfa-sc,vandz-rootcreek,nfmfa-sc_vandz-rootcreek,NE-24,NW-56,318.32,0.23332
nfmfa-sc,vandz-shanty,nfmfa-sc_vandz-shanty,NE-24,NW-57,281.08,0.26517
nfy,nfy-slate-cgrav,nfy_nfy-slate-cgrav,NE-25,NE-26,19.95,0.147748
nfy,paj-clearck,nfy_paj-clearck,NE-25,W-61,349.24,0.35452
nfy,paj-sanbenito,nfy_paj-sanbenito,NE-25,W-62,353,0.345453
nfy,put-cold,nfy_put-cold,NE-25,NW-46,148.65,0.312969
nfy,put-wildhorseck,nfy_put-wildhorseck,NE-25,NW-47,149,0.29524
nfy,rub-lc-us,nfy_rub-lc-us,NE-25,NE-27,63.15,0.173984
nfy,rub-usph,nfy_rub-usph,NE-25,NE-28,60.99,0.196278
nfy,russ-mwsprngck,nfy_russ-mwsprngck,NE-25,NW-48,184.21,0.255598
nfy,salin-losburros,nfy_salin-losburros,NE-25,SW-58,405.48,0.367153
nfy,sancarp-dutrack,nfy_sancarp-dutrack,NE-25,SW-59,412.69,0.355062
nfy,sfa-cami,nfy_sfa-cami,NE-25,E-1,85.05,0.265293
nfy,sfeel-cedar,nfy_sfeel-cedar,NE-25,NW-49,229.89,0.248871
nfy,sfy-fallck,nfy_sfy-fallck,NE-25,NE-29,27.03,0.122011
nfy,sfy-loga,nfy_sfy-loga,NE-25,NE-30,19.15,0.107898
nfy,sfy-misc,nfy_sfy-misc,NE-25,NE-31,18.69,0.107186
nfy,sfy-rockck,nfy_sfy-rockck,NE-25,NE-32,20.23,0.126512
nfy,sfy-shadyck,nfy_sfy-shadyck,NE-25,NE-33,18.85,0.120776
nfy,sfy-springck,nfy_sfy-springck,NE-25,NE-34,19.96,0.136282
nfy-slate-cgrav,paj-clearck,nfy-slate-cgrav_paj-clearck,NE-26,W-61,368.7,0.344693
nfy-slate-cgrav,paj-sanbenito,nfy-slate-cgrav_paj-sanbenito,NE-26,W-62,372.37,0.331516
nfy-slate-cgrav,put-cold,nfy-slate-cgrav_put-cold,NE-26,NW-46,165.97,0.303605
nfy-slate-cgrav,put-wildhorseck,nfy-slate-cgrav_put-wildhorseck,NE-26,NW-47,166.43,0.288534
nfy-slate-cgrav,rub-lc-us,nfy-slate-cgrav_rub-lc-us,NE-26,NE-27,80.65,0.213123
nfy-slate-cgrav,rub-usph,nfy-slate-cgrav_rub-usph,NE-26,NE-28,78.81,0.225103
nfy-slate-cgrav,russ-mwsprngck,nfy-slate-cgrav_russ-mwsprngck,NE-26,NW-48,198.7,0.253987
nfy-slate-cgrav,salin-losburros,nfy-slate-cgrav_salin-losburros,NE-26,SW-58,425.35,0.352924
nfy-slate-cgrav,sancarp-dutrack,nfy-slate-cgrav_sancarp-dutrack,NE-26,SW-59,432.55,0.340258
nfy-slate-cgrav,sfa-cami,nfy-slate-cgrav_sfa-cami,NE-26,E-1,102.27,0.258375
nfy-slate-cgrav,sfeel-cedar,nfy-slate-cgrav_sfeel-cedar,NE-26,NW-49,231.4,0.254317
nfy-slate-cgrav,sfy-fallck,nfy-slate-cgrav_sfy-fallck,NE-26,NE-29,40.92,0.188754
nfy-slate-cgrav,sfy-loga,nfy-slate-cgrav_sfy-loga,NE-26,NE-30,36.29,0.155146
nfy-slate-cgrav,sfy-misc,nfy-slate-cgrav_sfy-misc,NE-26,NE-31,36.77,0.162139
nfy-slate-cgrav,sfy-rockck,nfy-slate-cgrav_sfy-rockck,NE-26,NE-32,40.1,0.178849
nfy-slate-cgrav,sfy-shadyck,nfy-slate-cgrav_sfy-shadyck,NE-26,NE-33,38.58,0.178297
nfy-slate-cgrav,sfy-springck,nfy-slate-cgrav_sfy-springck,NE-26,NE-34,39.85,0.182254
nfy-slate-cgrav,smith-hurdygurdyck,nfy-slate-cgrav_smith-hurdygurdyck,NE-26,NW-50,335.29,0.238003
nfy-slate-cgrav,soquel-ebsc,nfy-slate-cgrav_soquel-ebsc,NE-26,W-63,302.96,0.318543
nfy-slate-cgrav,ssantiam,nfy-slate-cgrav_ssantiam,NE-26,NW-51,538.04,0.26535
nfy-slate-cgrav,trin-sftrinity,nfy-slate-cgrav_trin-sftrinity,NE-26,NW-52,253.94,0.21149
nfy-slate-cgrav,trin-sftrinity-sandybar,nfy-slate-cgrav_trin-sftrinity-sandybar,NE-26,NW-53,262.62,0.232926
nfy-slate-cgrav,trin-tishtang,nfy-slate-cgrav_trin-tishtang,NE-26,NW-54,272.68,0.239934
nfy-slate-cgrav,tuo-clavey,nfy-slate-cgrav_tuo-clavey,NE-26,E-2,214.68,0.296337
nfy-slate-cgrav,vandz-dinsmore,nfy-slate-cgrav_vandz-dinsmore,NE-26,NW-55,242.98,0.225335
nfy-slate-cgrav,vandz-rootcreek,nfy-slate-cgrav_vandz-rootcreek,NE-26,NW-56,270.39,0.224231
nfy-slate-cgrav,vandz-shanty,nfy-slate-cgrav_vandz-shanty,NE-26,NW-57,232.03,0.247064
nfy,smith-hurdygurdyck,nfy_smith-hurdygurdyck,NE-25,NW-50,346.57,0.261401
nfy,soquel-ebsc,nfy_soquel-ebsc,NE-25,W-63,283.18,0.334661
nfy,ssantiam,nfy_ssantiam,NE-25,NW-51,556.33,0.282306
nfy,trin-sftrinity,nfy_trin-sftrinity,NE-25,NW-52,261.42,0.199555
nfy,trin-sftrinity-sandybar,nfy_trin-sftrinity-sandybar,NE-25,NW-53,270.56,0.225531
nfy,trin-tishtang,nfy_trin-tishtang,NE-25,NW-54,281.45,0.23001
nfy,tuo-clavey,nfy_tuo-clavey,NE-25,E-2,197.52,0.304141
nfy,vandz-dinsmore,nfy_vandz-dinsmore,NE-25,NW-55,248.14,0.219912
nfy,vandz-rootcreek,nfy_vandz-rootcreek,NE-25,NW-56,274.63,0.211582
nfy,vandz-shanty,nfy_vandz-shanty,NE-25,NW-57,236.47,0.245763
rub-lc-us,rub-usph,rub-lc-us_rub-usph,NE-27,NE-28,3.11,0.082573
rub-lc-us,russ-mwsprngck,rub-lc-us_russ-mwsprngck,NE-27,NW-48,182.15,0.269321
rub-lc-us,salin-losburros,rub-lc-us_salin-losburros,NE-27,SW-58,350.51,0.366278
rub-lc-us,sancarp-dutrack,rub-lc-us_sancarp-dutrack,NE-27,SW-59,357.68,0.357324
rub-lc-us,sfa-cami,rub-lc-us_sfa-cami,NE-27,E-1,21.93,0.239314
rub-lc-us,sfeel-cedar,rub-lc-us_sfeel-cedar,NE-27,NW-49,267.85,0.264894
rub-lc-us,sfy-fallck,rub-lc-us_sfy-fallck,NE-27,NE-29,40.89,0.17529
rub-lc-us,sfy-loga,rub-lc-us_sfy-loga,NE-27,NE-30,44.49,0.16977
rub-lc-us,sfy-misc,rub-lc-us_sfy-misc,NE-27,NE-31,44.5,0.165715
rub-lc-us,sfy-rockck,rub-lc-us_sfy-rockck,NE-27,NE-32,45.71,0.177182
rub-lc-us,sfy-shadyck,rub-lc-us_sfy-shadyck,NE-27,NE-33,51.61,0.18795
rub-lc-us,sfy-springck,rub-lc-us_sfy-springck,NE-27,NE-34,46.06,0.187835
rub-lc-us,smith-hurdygurdyck,rub-lc-us_smith-hurdygurdyck,NE-27,NW-50,406,0.277792
rub-lc-us,soquel-ebsc,rub-lc-us_soquel-ebsc,NE-27,W-63,238.78,0.338385
rub-lc-us,ssantiam,rub-lc-us_ssantiam,NE-27,NW-51,618.68,0.287513
rub-lc-us,trin-sftrinity,rub-lc-us_trin-sftrinity,NE-27,NW-52,316.17,0.217051
rub-lc-us,trin-sftrinity-sandybar,rub-lc-us_trin-sftrinity-sandybar,NE-27,NW-53,325.92,0.240051
rub-lc-us,trin-tishtang,rub-lc-us_trin-tishtang,NE-27,NW-54,337.91,0.249481
rub-lc-us,tuo-clavey,rub-lc-us_tuo-clavey,NE-27,E-2,134.38,0.285796
rub-lc-us,vandz-dinsmore,rub-lc-us_vandz-dinsmore,NE-27,NW-55,299.24,0.241214
rub-lc-us,vandz-rootcreek,rub-lc-us_vandz-rootcreek,NE-27,NW-56,323.74,0.23021
rub-lc-us,vandz-shanty,rub-lc-us_vandz-shanty,NE-27,NW-57,286.53,0.26822
rub-usph,russ-mwsprngck,rub-usph_russ-mwsprngck,NE-28,NW-48,179.66,0.284868
rub-usph,salin-losburros,rub-usph_salin-losburros,NE-28,SW-58,351.22,0.378673
rub-usph,sancarp-dutrack,rub-usph_sancarp-dutrack,NE-28,SW-59,358.4,0.367804
rub-usph,sfa-cami,rub-usph_sfa-cami,NE-28,E-1,24.33,0.251866
rub-usph,sfeel-cedar,rub-usph_sfeel-cedar,NE-28,NW-49,264.74,0.276895
rub-usph,sfy-fallck,rub-usph_sfy-fallck,NE-28,NE-29,39.55,0.192485
rub-usph,sfy-loga,rub-usph_sfy-loga,NE-28,NE-30,42.55,0.179023
rub-usph,sfy-misc,rub-usph_sfy-misc,NE-28,NE-31,42.41,0.179548
rub-usph,sfy-rockck,rub-usph_sfy-rockck,NE-28,NE-32,43.17,0.184321
rub-usph,sfy-shadyck,rub-usph_sfy-shadyck,NE-28,NE-33,48.94,0.196633
rub-usph,sfy-springck,rub-usph_sfy-springck,NE-28,NE-34,43.52,0.190843
rub-usph,smith-hurdygurdyck,rub-usph_smith-hurdygurdyck,NE-28,NW-50,403.22,0.288093
rub-usph,soquel-ebsc,rub-usph_soquel-ebsc,NE-28,W-63,238.49,0.348677
rub-usph,ssantiam,rub-usph_ssantiam,NE-28,NW-51,616.85,0.297865
rub-usph,trin-sftrinity,rub-usph_trin-sftrinity,NE-28,NW-52,313.21,0.236218
rub-usph,trin-sftrinity-sandybar,rub-usph_trin-sftrinity-sandybar,NE-28,NW-53,322.98,0.256928
rub-usph,trin-tishtang,rub-usph_trin-tishtang,NE-28,NW-54,335,0.262682
rub-usph,tuo-clavey,rub-usph_tuo-clavey,NE-28,E-2,136.56,0.302545
rub-usph,vandz-dinsmore,rub-usph_vandz-dinsmore,NE-28,NW-55,296.21,0.25555
rub-usph,vandz-rootcreek,rub-usph_vandz-rootcreek,NE-28,NW-56,320.67,0.251069
rub-usph,vandz-shanty,rub-usph_vandz-shanty,NE-28,NW-57,283.48,0.272141
sfy-fallck,sfy-loga,sfy-fallck_sfy-loga,NE-29,NE-30,10.08,0.065310000000000007
sfy-fallck,sfy-misc,sfy-fallck_sfy-misc,NE-29,NE-31,12.46,0.063415
sfy-fallck,sfy-rockck,sfy-fallck_sfy-rockck,NE-29,NE-32,21.68,0.073938
sfy-fallck,sfy-shadyck,sfy-fallck_sfy-shadyck,NE-29,NE-33,27.75,0.121244
sfy-fallck,sfy-springck,sfy-fallck_sfy-springck,NE-29,NE-34,21.87,0.085437
sfy-fallck,smith-hurdygurdyck,sfy-fallck_smith-hurdygurdyck,NE-29,NW-50,373.48,0.265972
sfy-fallck,soquel-ebsc,sfy-fallck_soquel-ebsc,NE-29,W-63,273.93,0.33826
sfy-fallck,ssantiam,sfy-fallck_ssantiam,NE-29,NW-51,578.31,0.276889
sfy-fallck,trin-sftrinity,sfy-fallck_trin-sftrinity,NE-29,NW-52,288.3,0.207916
sfy-fallck,trin-sftrinity-sandybar,sfy-fallck_trin-sftrinity-sandybar,NE-29,NW-53,297.49,0.235048
sfy-fallck,trin-tishtang,sfy-fallck_trin-tishtang,NE-29,NW-54,308.45,0.240317
sfy-fallck,tuo-clavey,sfy-fallck_tuo-clavey,NE-29,E-2,173.98,0.306975
sfy-fallck,vandz-dinsmore,sfy-fallck_vandz-dinsmore,NE-29,NW-55,274.51,0.228054
sfy-fallck,vandz-rootcreek,sfy-fallck_vandz-rootcreek,NE-29,NW-56,300.69,0.222634
sfy-fallck,vandz-shanty,sfy-fallck_vandz-shanty,NE-29,NW-57,262.65,0.252899
sfy-loga,sfy-misc,sfy-loga_sfy-misc,NE-30,NE-31,2.64,0.020798
sfy-loga,sfy-rockck,sfy-loga_sfy-rockck,NE-30,NE-32,12.33,0.072849
sfy-loga,sfy-shadyck,sfy-loga_sfy-shadyck,NE-30,NE-33,17.87,0.10575
sfy-loga,sfy-springck,sfy-loga_sfy-springck,NE-30,NE-34,12.45,0.070245
sfy-loga,smith-hurdygurdyck,sfy-loga_smith-hurdygurdyck,NE-30,NW-50,365.41,0.257319
sfy-loga,soquel-ebsc,sfy-loga_soquel-ebsc,NE-30,W-63,271.68,0.329351
sfy-loga,ssantiam,sfy-loga_ssantiam,NE-30,NW-51,574.3,0.27196
sfy-loga,trin-sftrinity,sfy-loga_trin-sftrinity,NE-30,NW-52,279.24,0.207039
sfy-loga,trin-sftrinity-sandybar,sfy-loga_trin-sftrinity-sandybar,NE-30,NW-53,288.53,0.22952
sfy-loga,trin-tishtang,sfy-loga_trin-tishtang,NE-30,NW-54,299.68,0.232884
sfy-loga,tuo-clavey,sfy-loga_tuo-clavey,NE-30,E-2,178.8,0.298597
sfy-loga,vandz-dinsmore,sfy-loga_vandz-dinsmore,NE-30,NW-55,265.03,0.222885
sfy-loga,vandz-rootcreek,sfy-loga_vandz-rootcreek,NE-30,NW-56,291.05,0.215527
sfy-loga,vandz-shanty,sfy-loga_vandz-shanty,NE-30,NW-57,253.07,0.24799
sfy-misc,sfy-rockck,sfy-misc_sfy-rockck,NE-31,NE-32,9.69,0.070499
sfy-misc,sfy-shadyck,sfy-misc_sfy-shadyck,NE-31,NE-33,15.33,0.102915
sfy-misc,sfy-springck,sfy-misc_sfy-springck,NE-31,NE-34,9.81,0.079943
sfy-misc,smith-hurdygurdyck,sfy-misc_smith-hurdygurdyck,NE-31,NW-50,364.35,0.259275
sfy-misc,soquel-ebsc,sfy-misc_soquel-ebsc,NE-31,W-63,269.96,0.328392
sfy-misc,ssantiam,sfy-misc_ssantiam,NE-31,NW-51,574.57,0.277832
sfy-misc,trin-sftrinity,sfy-misc_trin-sftrinity,NE-31,NW-52,277.74,0.200292
sfy-misc,trin-sftrinity-sandybar,sfy-misc_trin-sftrinity-sandybar,NE-31,NW-53,287.08,0.225317
sfy-misc,trin-tishtang,sfy-misc_trin-tishtang,NE-31,NW-54,298.31,0.229687
sfy-misc,tuo-clavey,sfy-misc_tuo-clavey,NE-31,E-2,178.88,0.290816
sfy-misc,vandz-dinsmore,sfy-misc_vandz-dinsmore,NE-31,NW-55,263.3,0.218706
sfy-misc,vandz-rootcreek,sfy-misc_vandz-rootcreek,NE-31,NW-56,289.22,0.213464
sfy-misc,vandz-shanty,sfy-misc_vandz-shanty,NE-31,NW-57,251.28,0.245434
sfy-rockck,sfy-shadyck,sfy-rockck_sfy-shadyck,NE-32,NE-33,6.83,0.105097
sfy-rockck,sfy-springck,sfy-rockck_sfy-springck,NE-32,NE-34,0.36,0.034649
sfy-rockck,smith-hurdygurdyck,sfy-rockck_smith-hurdygurdyck,NE-32,NW-50,360.7,0.265765
sfy-rockck,soquel-ebsc,sfy-rockck_soquel-ebsc,NE-32,W-63,263.71,0.337097
sfy-rockck,ssantiam,sfy-rockck_ssantiam,NE-32,NW-51,575.81,0.285723
sfy-rockck,trin-sftrinity,sfy-rockck_trin-sftrinity,NE-32,NW-52,272.51,0.224431
sfy-rockck,trin-sftrinity-sandybar,sfy-rockck_trin-sftrinity-sandybar,NE-32,NW-53,282.02,0.235708
sfy-rockck,trin-tishtang,sfy-rockck_trin-tishtang,NE-32,NW-54,293.58,0.241487
sfy-rockck,tuo-clavey,sfy-rockck_tuo-clavey,NE-32,E-2,179.37,0.318441
sfy-rockck,vandz-dinsmore,sfy-rockck_vandz-dinsmore,NE-32,NW-55,257.19,0.238949
sfy-rockck,vandz-rootcreek,sfy-rockck_vandz-rootcreek,NE-32,NW-56,282.72,0.238509
sfy-rockck,vandz-shanty,sfy-rockck_vandz-shanty,NE-32,NW-57,244.95,0.254731
sfy-shadyck,sfy-springck,sfy-shadyck_sfy-springck,NE-33,NE-34,6.51,0.116271
sfy-shadyck,smith-hurdygurdyck,sfy-shadyck_smith-hurdygurdyck,NE-33,NW-50,354.48,0.270207
sfy-shadyck,soquel-ebsc,sfy-shadyck_soquel-ebsc,NE-33,W-63,264.39,0.342552
sfy-shadyck,ssantiam,sfy-shadyck_ssantiam,NE-33,NW-51,571.76,0.295459
sfy-shadyck,trin-sftrinity,sfy-shadyck_trin-sftrinity,NE-33,NW-52,265.88,0.215721
sfy-shadyck,trin-sftrinity-sandybar,sfy-shadyck_trin-sftrinity-sandybar,NE-33,NW-53,275.43,0.235176
sfy-shadyck,trin-tishtang,sfy-shadyck_trin-tishtang,NE-33,NW-54,287.06,0.240226
sfy-shadyck,tuo-clavey,sfy-shadyck_tuo-clavey,NE-33,E-2,184.56,0.316506
sfy-shadyck,vandz-dinsmore,sfy-shadyck_vandz-dinsmore,NE-33,NW-55,250.42,0.233799
