siteA,siteB,sitepair,siteida,siteidb,dist_km,fst_adj
paj-clearck,vandz-shanty,paj-clearck_vandz-shanty,W-61,NW-57,506.02,0.320653
paj-sanbenito,put-cold,paj-sanbenito_put-cold,W-62,NW-46,271.2,0.361421
paj-sanbenito,put-wildhorseck,paj-sanbenito_put-wildhorseck,W-62,NW-47,269.49,0.34611
paj-sanbenito,rub-lc-us,paj-sanbenito_rub-lc-us,W-62,NE-27,293.83,0.348999
paj-sanbenito,rub-usph,paj-sanbenito_rub-usph,W-62,NE-28,295.02,0.35506
paj-sanbenito,russ-mwsprngck,paj-sanbenito_russ-mwsprngck,W-62,NW-48,304.72,0.311643
paj-sanbenito,salin-losburros,paj-sanbenito_salin-losburros,W-62,SW-58,77.47,0.327197
paj-sanbenito,sancarp-dutrack,paj-sanbenito_sancarp-dutrack,W-62,SW-59,82.81,0.318585
paj-sanbenito,sfa-cami,paj-sanbenito_sfa-cami,W-62,E-1,274.21,0.350637
paj-sanbenito,sfeel-cedar,paj-sanbenito_sfeel-cedar,W-62,NW-49,460.5,0.317957
paj-sanbenito,sfy-fallck,paj-sanbenito_sfy-fallck,W-62,NE-29,334.57,0.344838
paj-sanbenito,sfy-loga,paj-sanbenito_sfy-loga,W-62,NE-30,336.47,0.338827
paj-sanbenito,sfy-misc,paj-sanbenito_sfy-misc,W-62,NE-31,335.7,0.338084
paj-sanbenito,sfy-rockck,paj-sanbenito_sfy-rockck,W-62,NE-32,332.92,0.347248
paj-sanbenito,sfy-shadyck,paj-sanbenito_sfy-shadyck,W-62,NE-33,336.24,0.349803
paj-sanbenito,sfy-springck,paj-sanbenito_sfy-springck,W-62,NE-34,333.22,0.351667
paj-sanbenito,smith-hurdygurdyck,paj-sanbenito_smith-hurdygurdyck,W-62,NW-50,657.31,0.309978
paj-sanbenito,soquel-ebsc,paj-sanbenito_soquel-ebsc,W-62,W-63,139.43,0.206922
paj-sanbenito,ssantiam,paj-sanbenito_ssantiam,W-62,NW-51,906.65,0.299703
paj-sanbenito,trin-sftrinity,paj-sanbenito_trin-sftrinity,W-62,NW-52,554.24,0.271784
paj-sanbenito,trin-sftrinity-sandybar,paj-sanbenito_trin-sftrinity-sandybar,W-62,NW-53,565.27,0.306002
paj-sanbenito,trin-tishtang,paj-sanbenito_trin-tishtang,W-62,NW-54,580.47,0.310204
paj-sanbenito,tuo-clavey,paj-sanbenito_tuo-clavey,W-62,E-2,176.01,0.355622
paj-sanbenito,vandz-dinsmore,paj-sanbenito_vandz-dinsmore,W-62,NW-55,526.65,0.297323
paj-sanbenito,vandz-rootcreek,paj-sanbenito_vandz-rootcreek,W-62,NW-56,540.83,0.286543
paj-sanbenito,vandz-shanty,paj-sanbenito_vandz-shanty,W-62,NW-57,512.35,0.311304
soquel-ebsc,ssantiam,soquel-ebsc_ssantiam,W-63,NW-51,812.18,0.299703
soquel-ebsc,trin-sftrinity,soquel-ebsc_trin-sftrinity,W-63,NW-52,435.76,0.261986
soquel-ebsc,trin-sftrinity-sandybar,soquel-ebsc_trin-sftrinity-sandybar,W-63,NW-53,446.82,0.291931
soquel-ebsc,trin-tishtang,soquel-ebsc_trin-tishtang,W-63,NW-54,462.65,0.298564
soquel-ebsc,tuo-clavey,soquel-ebsc_tuo-clavey,W-63,E-2,183.01,0.350035
soquel-ebsc,vandz-dinsmore,soquel-ebsc_vandz-dinsmore,W-63,NW-55,405.7,0.285999
soquel-ebsc,vandz-rootcreek,soquel-ebsc_vandz-rootcreek,W-63,NW-56,416.1,0.275884
soquel-ebsc,vandz-shanty,soquel-ebsc_vandz-shanty,W-63,NW-57,391.59,0.30123
